"Reference1","Reference2","Control295","Control296","Infected589","Infected590","Infected591","Infected592","dilution"
8.419,8.753,4.266,4.092,4.37,9.25,9.194,8.834,0.139064547070952
9.63,8.598,3.496,3.403,3.378,8.323,8.78,8.465,0.034766136767738
8.879,8.7,3.002,2.918,3.033,7.965,8.762,8.142,0.0086915341919345
8.933,7.928,2.439,2.663,2.658,5.673,8.807,7.205,0.00217288354798363
7.849,7.252,2.722,2.437,2.348,4.808,7.196,6.092,0.000543220886995906
5.967,6.22,2.421,2.414,2.358,3.656,5.547,4.566,0.000135805221748977
4.708,4.779,2.238,2.259,2.352,2.989,4.445,3.508,3.39513054372441e-05
3.525,3.208,2.568,2.527,2.589,2.559,3.501,2.882,8.48782635931104e-06
2.914,2.734,2.331,2.258,2.559,2.468,2.794,2.724,2.12195658982776e-06
2.502,2.722,2.389,2.515,2.602,2.404,2.418,2.695,5.3048914745694e-07
2.5,2.255,2.652,2.495,2.571,2.569,2.591,2.677,1.32622286864235e-07
2.448,2.397,2.585,2.578,2.259,2.39,2.648,2.705,3.31555717160587e-08
