"Reference1","Reference2","Control485","Control486","Infected969","Infected970","Infected971","Infected972","dilution"
13.379,12.619,5.801,5.37,14.222,13.393,13.056,14.312,0.112781817635827
14.05,13.902,3.928,3.62,13.584,13.417,13.339,13.969,0.0281954544089568
14.227,12.818,2.99,2.764,13.458,13.107,13.256,13.602,0.0070488636022392
13.025,12.409,2.607,2.743,13.149,11.706,13.25,12.144,0.0017622159005598
11.003,10.097,2.553,2.529,10.588,11.376,10.556,11.063,0.00044055397513995
7.831,8.145,2.362,2.296,9.191,8.123,7.802,8.682,0.000110138493784988
5.941,5.469,2.227,2.281,5.711,5.688,5.237,5.921,2.75346234462469e-05
3.962,3.871,2.67,2.546,3.921,3.589,3.504,3.976,6.88365586156172e-06
3.067,2.894,2.239,2.26,2.921,2.767,3.198,2.816,1.72091396539043e-06
2.66,2.727,2.236,2.154,2.759,2.737,2.751,2.662,4.30228491347608e-07
2.633,2.55,2.376,2.271,2.463,2.644,2.539,2.466,1.07557122836902e-07
2.55,2.385,2.417,2.633,2.546,2.258,2.607,2.594,2.68892807092255e-08
