"Reference1","Reference2","Control081","Control082","Infected161","Infected162","Infected163","Infected164","dilution"
6.656,6.869,2.99,3.299,3.308,6.584,5.85,3.124,0.0991812944224726
6.39,6.461,2.489,2.507,2.673,6.202,5.352,2.629,0.0247953236056181
6.282,6.48,2.272,2.161,2.197,5.58,4.297,2.24,0.00619883090140454
6.163,5.821,1.992,2.049,1.901,4.474,3.083,2.149,0.00154970772535113
5.335,5.229,1.973,2.043,1.875,3.547,2.426,1.94,0.000387426931337783
4.546,4.497,1.991,1.857,1.987,2.699,2.027,2.077,9.68567328344459e-05
3.292,2.949,2.066,1.906,1.935,2.168,1.962,2.07,2.42141832086115e-05
2.742,2.611,1.752,1.858,1.813,2.051,2.034,1.804,6.05354580215287e-06
2.267,2.228,1.935,1.855,1.79,2.015,1.918,1.925,1.51338645053822e-06
1.949,2.148,1.96,1.973,1.796,1.898,1.897,1.97,3.78346612634554e-07
1.947,1.894,2.008,1.773,1.911,1.88,1.858,2.016,9.45866531586385e-08
1.941,2.027,1.922,2.068,1.993,1.972,1.779,1.793,2.36466632896596e-08
