"Reference1","Reference2","Control341","Control342","Infected681","Infected682","Infected683","Infected684","dilution"
10.363,10.83,3.848,3.816,9.865,11.253,7.353,10.542,0.115249519534389
10.243,11.086,2.721,2.695,8.718,10.771,5.185,10.749,0.0288123798835974
10.607,9.878,1.862,2.057,5.622,10.626,3.628,10.599,0.00720309497089934
9.604,9.61,1.782,1.669,3.651,10.068,2.223,9.717,0.00180077374272484
8.031,8.486,1.558,1.517,2.571,8.354,1.726,8.844,0.000450193435681209
5.828,5.893,1.468,1.512,1.947,6.581,1.646,6.726,0.000112548358920302
3.647,4.257,1.511,1.585,1.657,4.62,1.543,4.502,2.81370897300756e-05
2.544,2.977,1.618,1.441,1.466,2.588,1.617,2.889,7.03427243251889e-06
1.923,2.218,1.522,1.52,1.553,2.067,1.431,2.228,1.75856810812972e-06
1.653,1.733,1.533,1.595,1.533,1.739,1.542,1.654,4.3964202703243e-07
1.52,1.622,1.628,1.49,1.361,1.484,1.497,1.527,1.09910506758108e-07
1.442,1.567,1.521,1.588,1.662,1.532,1.6,1.538,2.74776266895269e-08
