"Reference1","Reference2","Control157","Control158","Infected313","Infected314","Infected315","Infected316","dilution"
10.146,10.205,4.461,4.295,8.128,4.251,10.632,9.011,0.114394054338529
9.054,10.172,3.231,3.079,5.799,3.185,10.378,8.997,0.0285985135846322
9.733,10.258,2.6,2.818,4.773,2.789,8.945,7.174,0.00714962839615805
9.47,8.823,2.438,2.646,3.221,2.439,9.143,5.261,0.00178740709903951
7.921,8.072,2.141,2.554,2.716,2.53,7.993,3.916,0.000446851774759878
6.654,6.499,2.642,2.451,2.36,2.445,5.968,3.102,0.00011171294368997
4.212,4.381,2.704,2.235,2.537,2.501,4.176,2.774,2.79282359224924e-05
3.166,3.388,2.317,2.253,2.387,2.302,3.219,2.348,6.9820589806231e-06
2.811,2.974,2.474,2.359,2.261,2.357,2.622,2.307,1.74551474515577e-06
2.302,2.376,2.303,2.509,2.499,2.443,2.452,2.184,4.36378686288944e-07
2.306,2.366,2.47,2.395,2.048,2.398,2.417,2.186,1.09094671572236e-07
2.323,2.363,2.259,2.175,2.244,2.238,2.246,2.444,2.7273667893059e-08
