"Reference1","Reference2","Control289","Control290","Infected577","Infected578","Infected579","Infected580","dilution"
7.62,7.063,2.898,3.203,3.032,5.769,3.797,7.38,0.0846934801563711
7.37,7.097,2.219,2.185,2.403,4.359,2.7,7.204,0.0211733700390928
7.213,7.683,1.915,2.059,1.762,2.985,2.1,7.1,0.00529334250977319
6.369,6.568,1.627,1.76,1.797,2.542,1.715,6.479,0.0013233356274433
5.58,5.115,1.782,1.678,1.684,2.076,1.746,6.057,0.000330833906860825
4.558,4.261,1.638,1.834,1.658,1.748,1.741,4.142,8.27084767152061e-05
2.832,3.031,1.632,1.569,1.626,1.606,1.825,3.085,2.06771191788015e-05
2.177,2.418,1.665,1.65,1.592,1.839,1.454,2.219,5.16927979470038e-06
1.798,1.874,1.628,1.473,1.72,1.694,1.536,1.886,1.2923199486751e-06
1.756,1.807,1.529,1.542,1.519,1.678,1.582,1.83,3.23079987168774e-07
1.554,1.751,1.589,1.592,1.76,1.406,1.559,1.586,8.07699967921935e-08
1.572,1.8,1.466,1.671,1.658,1.671,1.61,1.592,2.01924991980484e-08
