"Reference1","Reference2","Control013","Control014","Infected025","Infected026","Infected027","Infected028","dilution"
10.619,11.814,5.122,4.564,9.175,11.809,4.75,11.177,0.152949262491036
11.536,11.085,3.339,3.547,8.247,12.427,3.269,10.551,0.038237315622759
10.818,11.903,2.341,2.241,5.316,10.876,2.473,7.894,0.00955932890568976
10.807,10.281,2.06,2.135,3.563,10.168,2.117,5.951,0.00238983222642244
9.599,9.108,1.955,1.911,2.414,8.285,1.983,3.961,0.00059745805660561
7.343,7.999,1.886,1.737,2.259,6.595,1.829,2.624,0.000149364514151402
4.828,4.625,1.83,1.828,1.825,3.889,1.71,2.256,3.73411285378506e-05
3.305,3.265,1.756,1.878,1.858,3.033,1.851,1.96,9.33528213446265e-06
2.413,2.496,1.778,1.804,1.816,2.129,1.772,1.816,2.33382053361566e-06
2.146,2.26,1.612,1.79,1.862,2.044,1.896,1.753,5.83455133403916e-07
1.917,1.993,1.87,1.652,1.722,1.826,1.707,1.86,1.45863783350979e-07
1.769,1.848,1.857,1.657,1.701,1.813,1.883,1.943,3.64659458377447e-08
