"Reference1","Reference2","Control129","Control130","Infected257","Infected258","Infected259","Infected260","dilution"
10.218,10.016,4.118,3.798,7.493,10.207,9.466,9.296,0.104183370764809
9.731,9.205,2.946,2.768,5.832,9.53,9.285,8.379,0.0260458426912023
9.451,9.103,2.232,2.522,3.996,8.63,8.869,6.243,0.00651146067280057
8.648,9.267,2.158,2.43,3.073,7.944,6.861,4.761,0.00162786516820014
7.881,8.132,2.007,2.054,2.353,5.744,5.834,3.561,0.000406966292050036
5.89,6.518,2.155,1.962,2.139,4.192,3.813,2.631,0.000101741573012509
3.711,4.163,2.057,1.944,2.122,3.08,2.749,2.337,2.54353932531272e-05
2.91,3.095,2.076,1.936,1.874,2.331,2.299,1.979,6.35884831328181e-06
2.311,2.678,2.008,2.031,2.052,2.131,1.918,2.007,1.58971207832045e-06
2.281,2.14,1.824,1.911,1.962,2.03,2.018,1.92,3.97428019580113e-07
2.138,2.124,2.085,1.924,1.895,1.963,2.065,1.997,9.93570048950283e-08
1.991,2.086,1.962,2.042,1.932,1.861,2.199,2.048,2.48392512237571e-08
