"Reference1","Reference2","Control095","Control096","Infected189","Infected190","Infected191","Infected192","dilution"
9.172,9.088,3.09,3.181,7.417,2.997,9.188,9.02,0.102492392084812
8.664,9.112,2.002,2.014,5.763,2.049,8.633,8.132,0.0256230980212029
9.193,8.807,1.457,1.442,4.129,1.506,8.016,7.204,0.00640577450530072
8.409,7.937,1.235,1.255,2.344,1.214,6.164,5.095,0.00160144362632518
7.356,6.994,1.091,1.109,1.626,1.07,4.19,3.608,0.000400360906581295
5.308,5.315,1.131,1.069,1.3,1.075,2.488,2.084,0.000100090226645324
4.148,3.314,1.001,1.194,1.192,0.988,1.615,1.342,2.50225566613309e-05
2.368,1.968,1.065,1.064,1.088,1.066,1.326,1.26,6.25563916533274e-06
1.498,1.432,1.041,1.026,1.108,1.05,1.088,1.072,1.56390979133318e-06
1.155,1.193,1.022,1.068,1.124,1.09,1.156,1.114,3.90977447833296e-07
1.181,1.135,0.977,1.114,1.066,0.993,1.031,1.145,9.7744361958324e-08
1.084,1.094,0.976,1.043,0.982,1.133,1.121,1.133,2.4436090489581e-08
