"Reference1","Reference2","Control043","Control044","Infected085","Infected086","Infected087","Infected088","dilution"
10.131,10.15,4.016,4.045,10.001,4.282,9.894,9.573,0.0807771556186992
9.525,9.572,3.303,3.246,9.911,3.387,8.894,8.685,0.0201942889046748
9.764,9.668,2.603,2.805,9.551,2.447,8.541,7.953,0.0050485722261687
8.584,8.756,2.705,2.494,9.069,2.628,6.135,5.913,0.00126214305654217
7.805,8.088,2.544,2.382,7.655,2.548,4.626,4.257,0.000315535764135544
6.042,6.271,2.292,2.358,5.817,2.537,3.183,3.429,7.88839410338859e-05
4.364,4.09,2.534,2.31,4.59,2.364,2.901,2.639,1.97209852584715e-05
3.184,3.245,2.322,2.61,3.2,2.602,2.445,2.359,4.93024631461787e-06
2.758,2.845,2.527,2.454,2.613,2.508,2.737,2.342,1.23256157865447e-06
2.658,2.686,2.503,2.348,2.774,2.531,2.553,2.283,3.08140394663617e-07
2.589,2.308,2.367,2.508,2.555,2.37,2.391,2.38,7.70350986659042e-08
2.439,2.424,2.513,2.357,2.386,2.626,2.533,2.578,1.92587746664761e-08
