"Reference1","Reference2","Control263","Control264","Infected525","Infected526","Infected527","Infected528","dilution"
9.106,8.601,4.014,4.324,8.536,7.627,8.114,8.338,0.14937404483141
7.964,8.122,3.143,3.337,8.453,7.014,6.492,8.019,0.0373435112078525
7.93,8.323,2.523,2.727,8.69,5.449,6.255,6.522,0.00933587780196313
8.313,8.313,2.193,2.365,8.182,3.793,3.976,5.182,0.00233396945049078
6.95,7.234,2.356,2.441,7.853,2.871,3.111,3.875,0.000583492362622696
5.985,6.013,2.268,2.261,6.219,2.343,2.451,2.701,0.000145873090655674
4.158,4.566,2.293,2.232,4.629,2.337,2.513,2.365,3.64682726639185e-05
3.359,3.128,2.24,2.039,3.353,2.175,2.301,2.326,9.11706816597962e-06
2.548,2.416,2.223,2.334,2.449,2.124,2.147,2.137,2.2792670414949e-06
2.386,2.287,2.19,2.344,2.468,2.316,2.262,2.403,5.69816760373726e-07
2.193,2.215,2.26,2.046,2.098,2.179,2.319,2.107,1.42454190093432e-07
2.092,2.14,2.151,2.153,1.953,2.279,2.191,2.159,3.56135475233579e-08
