"Reference1","Reference2","Control025","Control026","Infected049","Infected050","Infected051","Infected052","dilution"
11.499,11.396,4.41,4.258,4.852,9.678,8.147,9.573,0.150235354122116
10.562,10.677,2.917,2.684,3.54,8.467,5.768,8.37,0.0375588385305289
11.155,10.921,2.011,2.21,2.37,5.885,3.394,6.758,0.00938970963263222
10.157,10.729,1.703,1.805,1.752,3.601,2.562,4.092,0.00234742740815806
9.156,8.301,1.656,1.621,1.724,2.713,1.832,2.766,0.000586856852039514
6.974,6.093,1.642,1.481,1.762,2.046,1.699,1.926,0.000146714213009878
4.894,4.683,1.536,1.634,1.529,1.746,1.651,1.757,3.66785532524696e-05
3.159,2.745,1.556,1.454,1.622,1.549,1.444,1.534,9.1696383131174e-06
2.258,1.968,1.407,1.509,1.465,1.54,1.463,1.488,2.29240957827935e-06
1.657,1.742,1.525,1.493,1.588,1.426,1.402,1.574,5.73102394569838e-07
1.61,1.555,1.4,1.532,1.559,1.557,1.501,1.62,1.43275598642459e-07
1.524,1.562,1.471,1.577,1.581,1.626,1.416,1.546,3.58188996606149e-08
