"Reference1","Reference2","Control107","Control108","Infected213","Infected214","Infected215","Infected216","dilution"
11.103,11.392,4.317,4.564,5.267,8.499,7.392,10.458,0.11414057423837
12.099,11.483,3.537,3.462,3.753,6.502,5.502,10.873,0.0285351435595925
11.617,10.747,2.986,3.07,3.012,4.848,3.57,8.795,0.00713378588989812
10.123,9.875,2.757,2.949,2.778,3.565,2.954,6.855,0.00178344647247453
9.293,9.411,2.479,2.51,2.65,2.843,2.675,4.556,0.000445861618118632
6.848,7.606,2.567,2.494,2.42,2.492,2.479,3.325,0.000111465404529658
4.463,5.321,2.584,2.53,2.291,2.533,2.282,2.798,2.78663511324145e-05
3.691,3.37,2.73,2.633,2.471,2.673,2.451,2.595,6.96658778310363e-06
2.9,2.869,2.401,2.472,2.36,2.436,2.519,2.52,1.74164694577591e-06
2.799,2.673,2.483,2.505,2.565,2.481,2.575,2.438,4.35411736443977e-07
2.686,2.581,2.45,2.357,2.54,2.284,2.364,2.405,1.08852934110994e-07
2.486,2.463,2.224,2.566,2.434,2.343,2.527,2.569,2.72132335277486e-08
