"Reference1","Reference2","Control413","Control414","Infected825","Infected826","Infected827","Infected828","dilution"
10.403,9.436,4.245,4.011,9.66,6.471,9.962,7.05,0.144731420743491
9.692,9.923,2.899,2.85,9.764,4.198,9.611,5.133,0.0361828551858727
9.849,9.343,2.22,2.09,9.21,2.931,9.062,3.534,0.00904571379646816
9.203,8.824,1.601,1.748,8.649,2.323,8.744,2.421,0.00226142844911704
7.74,8.373,1.572,1.665,7.028,1.926,7.561,1.768,0.00056535711227926
6.351,6.36,1.698,1.587,4.51,1.7,6.349,1.726,0.000141339278069815
4.444,4.261,1.513,1.604,3.379,1.644,3.865,1.508,3.53348195174538e-05
2.761,2.925,1.712,1.703,2.285,1.618,2.733,1.483,8.83370487936344e-06
2.142,2.059,1.598,1.71,1.853,1.662,1.922,1.527,2.20842621984086e-06
1.652,1.831,1.598,1.597,1.684,1.631,1.702,1.584,5.52106554960215e-07
1.645,1.683,1.564,1.699,1.79,1.713,1.58,1.497,1.38026638740054e-07
1.6,1.662,1.485,1.568,1.665,1.669,1.666,1.375,3.45066596850134e-08
