"Reference1","Reference2","Control331","Control332","Infected661","Infected662","Infected663","Infected664","dilution"
10.599,10.427,4.081,4.049,10.216,9.833,11.363,10.664,0.0950175136684551
10.414,10.498,3.147,2.62,9.853,8.792,10.18,10.101,0.0237543784171138
10.525,10.473,2.472,2.473,8.363,7.844,10.644,10.254,0.00593859460427844
9.479,9.558,2.04,2.072,6.529,5.989,9.754,9.163,0.00148464865106961
8.441,8.061,1.977,1.904,4.641,4.103,7.956,8.349,0.000371162162767403
6.408,6.585,2.103,1.691,3.506,2.822,6.131,6.53,9.27905406918507e-05
4.333,4.097,1.974,1.972,2.542,2.36,4.185,3.729,2.31976351729627e-05
2.99,2.893,2.072,2.136,2.041,2.078,3.242,3.115,5.79940879324067e-06
2.543,2.326,2.017,2,2.22,2.156,2.389,2.471,1.44985219831017e-06
2.226,2.124,1.965,1.882,2.098,2.055,2.035,1.947,3.62463049577542e-07
2.058,1.916,2,2.052,2.001,1.894,2.014,2.158,9.06157623943854e-08
1.922,2.003,2.032,1.795,1.893,2.078,1.954,1.977,2.26539405985964e-08
