"Reference1","Reference2","Control231","Control232","Infected461","Infected462","Infected463","Infected464","dilution"
10.247,10.458,3.571,3.841,10.731,10.952,4.15,5.122,0.138032006503462
10.316,9.798,2.357,2.49,10.388,10.541,2.487,3.327,0.0345080016258656
9.971,10.978,1.626,1.632,10.186,10.628,1.7,2.35,0.0086270004064664
9.682,9.487,1.291,1.456,9.458,10.076,1.445,1.612,0.0021567501016166
8.49,7.97,1.265,1.38,8.562,7.872,1.188,1.372,0.00053918752540415
6.623,6.586,1.193,1.184,6.459,6.581,1.2,1.294,0.000134796881351038
4.1,4.201,1.294,1.32,4.866,3.735,1.398,1.341,3.36992203377594e-05
2.691,2.763,1.411,1.219,2.945,2.421,1.336,1.201,8.42480508443985e-06
1.856,1.754,1.231,1.166,1.847,1.884,1.266,1.32,2.10620127110996e-06
1.392,1.438,1.23,1.201,1.478,1.351,1.423,1.386,5.26550317777491e-07
1.327,1.335,1.213,1.225,1.352,1.348,1.193,1.141,1.31637579444373e-07
1.274,1.088,1.187,1.224,1.303,1.225,1.291,1.296,3.29093948610932e-08
