"Reference1","Reference2","Control195","Control196","Infected389","Infected390","Infected391","Infected392","dilution"
9.066,9.508,3.824,4.36,9.131,8.251,8.907,9.077,0.11420194220515
9.19,8.82,3.328,3.269,9.428,7.427,8.555,8.214,0.0285504855512874
8.788,8.531,2.883,2.937,9.127,5.206,7.093,6.882,0.00713762138782185
8.117,8.55,2.712,2.708,7.597,3.962,6.028,5.702,0.00178440534695546
7.947,7.158,2.86,2.595,6.768,3.08,4.734,3.711,0.000446101336738866
6.425,6.091,2.448,2.454,5.76,3.041,3.496,3.023,0.000111525334184716
5.191,4.995,2.604,2.3,3.926,2.419,2.931,2.642,2.78813335461791e-05
3.287,3.519,2.59,2.528,3.135,2.59,2.7,2.551,6.97033338654478e-06
2.926,2.866,2.485,2.603,3.069,2.436,2.473,2.354,1.74258334663619e-06
2.533,2.73,2.356,2.608,2.454,2.581,2.443,2.441,4.35645836659049e-07
2.753,2.503,2.517,2.434,2.604,2.571,2.314,2.494,1.08911459164762e-07
2.336,2.476,2.461,2.614,2.39,2.354,2.38,2.52,2.72278647911905e-08
