"Reference1","Reference2","Control427","Control428","Infected853","Infected854","Infected855","Infected856","dilution"
9.275,9.774,4.837,4.021,9.338,9.678,7.153,9.926,0.170242535871033
9.624,9.43,2.977,2.887,9.426,9.212,4.912,9.515,0.0425606339677582
9.588,9.958,2.242,2.21,9.324,9.211,3.759,8.814,0.0106401584919396
9.358,9.235,1.811,1.738,8.891,8.924,2.506,8.311,0.00266003962298489
7.994,8.574,1.713,1.698,6.719,7.519,1.988,6.308,0.000665009905746222
6.829,6.356,1.684,1.675,5.128,6.416,1.771,4.112,0.000166252476436555
4.325,4.731,1.619,1.555,3.097,3.645,1.647,2.646,4.15631191091389e-05
2.856,3.092,1.626,1.634,2.453,2.688,1.524,1.978,1.03907797772847e-05
2.344,2.386,1.621,1.698,2.001,1.984,1.625,1.85,2.59769494432118e-06
1.911,1.954,1.654,1.639,1.9,1.856,1.589,1.789,6.49423736080295e-07
1.693,1.75,1.54,1.603,1.806,1.665,1.654,1.715,1.62355934020074e-07
1.686,1.633,1.772,1.549,1.79,1.637,1.577,1.726,4.05889835050184e-08
