"Reference1","Reference2","Control391","Control392","Infected781","Infected782","Infected783","Infected784","dilution"
9.917,9.463,3.456,3.472,9.778,9.916,9.47,3.362,0.102708403354669
9.513,9.64,2.163,2.225,9.702,9.688,9.009,2.283,0.0256771008386672
8.903,8.898,1.601,1.791,8.818,9.117,8.039,1.663,0.00641927520966681
8.465,8.699,1.395,1.431,8.134,8.965,6.076,1.437,0.0016048188024167
7.491,7.211,1.288,1.301,6.705,7.63,4.728,1.412,0.000401204700604175
5.444,5.41,1.258,1.285,5.813,5.591,3.12,1.264,0.000100301175151044
4.224,3.082,1.324,1.239,3.49,3.448,1.882,1.223,2.5075293787761e-05
2.173,2.233,1.301,1.214,2.359,2.674,1.444,1.292,6.26882344694024e-06
1.838,1.723,1.285,1.417,1.654,1.76,1.393,1.184,1.56720586173506e-06
1.338,1.439,1.185,1.194,1.518,1.394,1.255,1.169,3.91801465433765e-07
1.25,1.326,1.183,1.272,1.38,1.37,1.245,1.195,9.79503663584413e-08
1.27,1.357,1.061,1.351,1.324,1.319,1.153,1.374,2.44875915896103e-08
