"Reference1","Reference2","Control197","Control198","Infected393","Infected394","Infected395","Infected396","dilution"
5.08,5.391,2.409,2.434,2.382,5.404,5.39,4.48,0.123964560811225
5.139,5.243,2.001,2.038,2.037,5.166,5.295,3.985,0.0309911402028062
4.93,5.237,1.682,1.744,1.699,4.914,5.08,2.563,0.00774778505070156
4.819,4.786,1.586,1.467,1.516,4.697,4.914,2.012,0.00193694626267539
4.543,4.244,1.484,1.518,1.397,4.111,4.22,1.736,0.000484236565668848
3.803,3.662,1.363,1.425,1.438,3.187,3.365,1.496,0.000121059141417212
2.883,2.631,1.376,1.609,1.428,2.295,2.458,1.33,3.0264785354303e-05
2.059,1.919,1.442,1.484,1.374,1.907,1.906,1.505,7.56619633857574e-06
1.885,1.764,1.515,1.459,1.443,1.714,1.693,1.537,1.89154908464394e-06
1.38,1.584,1.277,1.377,1.356,1.645,1.542,1.548,4.72887271160984e-07
1.558,1.531,1.411,1.359,1.443,1.542,1.441,1.38,1.18221817790246e-07
1.519,1.476,1.381,1.367,1.341,1.484,1.281,1.573,2.95554544475615e-08
