"Reference1","Reference2","Control423","Control424","Infected845","Infected846","Infected847","Infected848","dilution"
10.862,10.513,3.38,3.24,10.312,3.41,10.117,10.254,0.0751378249244659
11.126,10.104,2.698,2.606,10.398,2.574,10.458,10.625,0.0187844562311165
10.18,9.877,2.241,2.15,9.697,2.03,10.001,9.402,0.00469611405777912
9.491,9.344,1.755,1.818,9.686,1.931,9.088,9.444,0.00117402851444478
8.188,7.681,1.88,1.946,7.802,1.807,7.835,7.516,0.000293507128611195
5.527,5.843,1.837,2.082,5.574,1.751,5.38,5.577,7.33767821527988e-05
3.849,3.741,1.795,2.019,3.558,1.947,3.376,3.965,1.83441955381997e-05
2.747,2.676,1.741,1.723,2.747,2.014,2.559,2.606,4.58604888454992e-06
2.248,2.241,1.892,1.873,2.24,1.795,2.251,2.184,1.14651222113748e-06
1.88,1.859,1.925,1.787,1.954,1.904,1.915,1.979,2.8662805528437e-07
1.932,2.027,1.95,1.853,1.834,2.093,1.806,1.912,7.16570138210925e-08
1.81,1.927,1.861,1.758,1.937,1.779,1.853,1.97,1.79142534552731e-08
