"Reference1","Reference2","Control299","Control300","Infected597","Infected598","Infected599","Infected600","dilution"
9.793,9.619,4.555,4.538,4.623,9.599,4.518,9.328,0.119152029853823
9.432,8.795,3.345,3.547,3.46,9.545,3.233,8.83,0.0297880074634558
9.246,9.672,2.751,2.769,3.035,9.733,2.803,8.482,0.00744700186586396
8.672,8.557,2.636,2.89,2.647,8.481,2.818,8.113,0.00186175046646599
7.62,7.554,2.563,2.304,2.598,7.594,2.576,5.933,0.000465437616616497
6.246,6.163,2.449,2.578,2.608,6.199,2.836,4.233,0.000116359404154124
4.256,4.575,2.467,2.497,2.654,4.252,2.67,3.507,2.90898510385311e-05
3.667,3.512,2.644,2.576,2.383,3.506,2.563,3.012,7.27246275963277e-06
2.876,2.87,2.406,2.513,2.432,3.018,2.533,2.408,1.81811568990819e-06
2.525,2.626,2.591,2.651,2.621,2.743,2.559,2.691,4.54528922477048e-07
2.627,2.473,2.402,2.49,2.602,3.021,2.797,2.599,1.13632230619262e-07
2.564,2.637,2.539,2.321,2.577,2.7,2.754,2.631,2.84080576548155e-08
