"Reference1","Reference2","Control323","Control324","Infected645","Infected646","Infected647","Infected648","dilution"
9.466,9.363,4.154,4.103,7.634,9.768,6.106,9.613,0.132588375505135
9.272,8.737,2.737,2.906,6.051,9.207,4.597,9.272,0.0331470938762838
9.366,9.294,2.475,2.523,4.16,8.746,3.356,9.347,0.00828677346907096
8.154,8.328,2.172,2.058,3.016,8.494,2.547,8.594,0.00207169336726774
7.182,6.785,1.968,1.919,2.395,7.723,2.254,7.172,0.000517923341816935
5.87,6.16,1.938,1.978,2.057,5.443,2.108,6.044,0.000129480835454234
4,4.204,1.971,1.895,2.057,3.919,1.943,3.857,3.23702088635584e-05
3.052,3.06,1.795,2.133,1.867,3.01,2.104,2.843,8.09255221588961e-06
2.268,2.266,1.877,1.883,1.859,2.528,2.235,2.299,2.0231380539724e-06
1.867,2.156,2.081,1.881,2.008,1.935,2.082,2.086,5.05784513493101e-07
2.009,1.822,1.878,1.937,1.969,1.902,2.119,1.97,1.26446128373275e-07
1.964,1.919,2.078,1.892,1.91,2.039,1.931,1.962,3.16115320933188e-08
