"Reference1","Reference2","Control205","Control206","Infected409","Infected410","Infected411","Infected412","dilution"
15.186,13.226,4.641,4.412,6.139,10.84,13.239,14.767,0.111046795399474
12.554,12.905,3.176,3.38,4.397,9.557,12.253,12.485,0.0277616988498685
11.158,11.457,2.729,2.726,3.341,8.376,11.108,11.493,0.00694042471246712
9.774,9.574,2.531,2.688,2.77,6.151,9.525,10.449,0.00173510617811678
8.662,8.38,2.321,2.361,2.557,4.193,7.661,9.029,0.000433776544529195
6.366,6.671,2.475,2.26,2.49,3.238,6.416,6.664,0.000108444136132299
4.908,4.7,2.435,2.398,2.391,2.717,4.605,4.554,2.71110340330747e-05
3.569,3.495,2.266,2.353,2.457,2.723,3.458,3.425,6.77775850826867e-06
2.754,2.944,2.569,2.459,2.516,2.404,2.919,2.745,1.69443962706717e-06
2.496,2.576,2.378,2.412,2.452,2.421,2.47,2.5,4.23609906766792e-07
2.532,2.56,2.314,2.241,2.291,2.455,2.62,2.101,1.05902476691698e-07
2.606,2.498,2.574,2.489,2.455,2.515,2.319,2.423,2.64756191729245e-08
