"Reference1","Reference2","Control179","Control180","Infected357","Infected358","Infected359","Infected360","dilution"
8.964,9.284,4.231,3.767,7.295,9.352,6.269,9.805,0.114082032238925
8.908,8.25,3.208,3.401,6.352,9.084,5.2,8.786,0.0285205080597313
8.098,7.67,3.003,2.904,5.788,8.258,4.151,8.352,0.00713012701493281
6.822,6.913,2.739,2.749,4.349,6.821,3.45,7.263,0.0017825317537332
6.376,6.202,2.858,2.84,3.512,5.883,3.004,6.353,0.000445632938433301
5.413,5.055,2.543,2.438,3.094,5.218,2.696,5.249,0.000111408234608325
4.143,3.953,2.709,2.758,2.802,4.285,2.623,4.033,2.78520586520813e-05
3.277,3.286,2.84,2.577,3.043,3.468,2.969,3.296,6.96301466302032e-06
3.044,3.226,2.278,2.873,2.868,2.821,2.738,3.199,1.74075366575508e-06
2.797,2.921,2.677,2.632,2.69,2.649,2.641,2.97,4.3518841643877e-07
2.642,2.857,2.622,2.724,2.661,2.773,2.661,2.587,1.08797104109693e-07
2.949,2.832,2.838,2.777,2.91,2.634,2.834,2.71,2.71992760274231e-08
