"Reference1","Reference2","Control037","Control038","Infected073","Infected074","Infected075","Infected076","dilution"
10.359,11.528,4.664,4.508,11.163,10.369,11.253,5.748,0.153835394317686
9.976,10.083,3.148,3.607,10.122,9.904,9.827,3.652,0.0384588485794214
9.101,9.22,3.047,2.987,8.79,8.855,8.734,3.17,0.00961471214485534
8.34,8.454,2.824,2.919,7.685,8.244,8.1,3.265,0.00240367803621384
7.051,7.52,2.919,2.754,6.464,7.199,6.969,2.844,0.000600919509053459
5.726,5.989,3.277,2.928,5.481,5.809,5.875,2.828,0.000150229877263365
4.738,4.584,2.891,2.93,4.539,4.476,4.992,2.811,3.75574693158412e-05
3.661,3.665,2.702,3.136,3.586,3.745,3.918,2.959,9.3893673289603e-06
3.134,3.165,3.051,2.905,3.063,3.167,3.147,2.684,2.34734183224007e-06
2.866,3.101,2.867,2.803,3.078,3.138,2.922,2.933,5.86835458060019e-07
2.936,2.68,2.651,3.199,2.875,3.073,2.769,2.417,1.46708864515005e-07
3.045,2.778,3.05,2.822,3.08,3.193,2.658,2.82,3.66772161287512e-08
