"Reference1","Reference2","Control109","Control110","Infected217","Infected218","Infected219","Infected220","dilution"
12.086,11.445,4.096,4.205,4.162,8.68,8.621,11.823,0.14326371262996
10.743,9.893,3.295,3.168,3.542,7.882,7.595,10.078,0.03581592815749
9.613,8.484,2.635,2.727,2.72,6.511,5.979,9.356,0.0089539820393725
8.104,7.898,2.602,2.456,2.37,5.109,4.744,8.398,0.00223849550984313
6.897,6.819,2.393,2.314,2.298,3.617,3.48,7.273,0.000559623877460782
5.808,5.857,2.435,2.291,2.333,3.082,2.895,5.916,0.000139905969365195
4.456,4.027,2.292,2.412,2.392,2.537,2.627,4.441,3.49764923412988e-05
3.377,3.173,2.236,2.408,2.561,2.418,2.135,3.186,8.74412308532471e-06
2.757,2.741,2.26,2.154,2.253,2.32,2.328,2.626,2.18603077133118e-06
2.546,2.247,2.293,2.369,2.39,2.394,2.394,2.458,5.46507692832794e-07
2.258,2.33,2.321,2.379,2.038,2.23,2.184,2.272,1.36626923208199e-07
2.243,2.266,2.191,2.303,2.247,2.337,2.353,2.486,3.41567308020497e-08
