"Reference1","Reference2","Control033","Control034","Infected065","Infected066","Infected067","Infected068","dilution"
8.606,8.726,3.265,3.246,6.379,8.867,8.402,6.681,0.128718479316417
8.02,7.994,2.699,2.514,5.552,8.232,7.201,5.851,0.0321796198291042
7.237,6.589,2.234,2.393,4.592,7.249,6.25,4.723,0.00804490495727604
6.327,6.532,2.073,2.087,3.589,6.37,6.002,3.83,0.00201122623931901
5.617,5.493,1.956,2.082,2.765,5.777,4.86,2.837,0.000502806559829752
4.673,4.555,2.087,2.185,2.293,4.397,3.704,2.476,0.000125701639957438
3.404,3.527,2.102,2.072,2.166,3.685,3.015,2.065,3.14254099893595e-05
2.801,2.687,2.043,2.084,2.117,2.499,2.378,2.043,7.85635249733988e-06
2.434,2.251,2.18,2.183,1.965,2.457,2.2,2.155,1.96408812433497e-06
2.315,2.241,2.171,2.055,2.186,2.081,2.254,1.797,4.91022031083743e-07
2.082,2.045,2.026,1.961,2.161,2.262,2.078,2.033,1.22755507770936e-07
2.133,2.132,1.948,2.095,2.127,2.181,1.917,2.131,3.06888769427339e-08
