"Reference1","Reference2","Control007","Control008","Infected013","Infected014","Infected015","Infected016","dilution"
6.227,6.214,3.301,3.439,6.311,4.905,6.204,6.047,0.12887394556631
5.641,5.893,2.928,2.932,5.86,4.435,5.756,5.456,0.0322184863915775
5.277,5.256,2.677,2.529,5.338,4.328,5.399,4.784,0.00805462159789437
5.167,5.015,2.658,2.579,5.26,3.44,4.837,4.456,0.00201365539947359
4.57,4.444,2.8,2.581,4.841,3.147,4.408,4.202,0.000503413849868398
3.752,3.809,2.661,2.717,4.437,3.072,4.111,3.334,0.0001258534624671
3.592,3.324,2.453,2.755,3.582,2.641,3.264,3.223,3.14633656167749e-05
2.902,3.235,2.69,2.684,2.967,2.514,3.016,2.892,7.86584140419372e-06
2.802,2.765,2.691,2.682,2.991,2.765,2.785,2.507,1.96646035104843e-06
2.497,2.815,2.672,2.572,2.737,2.667,2.683,2.896,4.91615087762107e-07
2.846,2.672,2.812,2.63,2.855,2.539,2.869,2.815,1.22903771940527e-07
2.71,2.49,2.718,2.948,2.759,2.92,2.79,2.515,3.07259429851317e-08
