"Reference1","Reference2","Control133","Control134","Infected265","Infected266","Infected267","Infected268","dilution"
8.564,8.096,3.963,4.167,7.34,6.33,4.935,6.243,0.15698298182207
7.924,7.828,3.254,3.45,6.843,6.009,3.998,5.621,0.0392457454555174
7.041,6.92,3.12,3.031,5.908,5.531,3.41,4.844,0.00981143636387935
6.388,6.579,2.913,3.121,4.992,4.472,3.131,4.145,0.00245285909096984
5.932,5.723,2.831,2.872,4.15,3.598,2.876,3.335,0.000613214772742459
4.839,4.947,2.697,2.78,3.61,3.069,2.724,3.181,0.000153303693185615
3.643,4.348,2.662,2.912,3.059,3.068,2.745,2.941,3.83259232964037e-05
3.565,3.714,3.07,2.568,3.168,2.89,2.919,2.803,9.58148082410092e-06
3.059,2.845,2.85,2.745,2.951,2.889,2.662,2.856,2.39537020602523e-06
2.805,3.074,3.053,2.797,2.698,2.917,2.662,2.849,5.98842551506308e-07
2.777,2.938,2.954,2.639,2.832,2.725,2.724,2.92,1.49710637876577e-07
2.882,2.815,3.047,2.952,2.936,2.856,2.913,3.015,3.74276594691442e-08
