"Reference1","Reference2","Control103","Control104","Infected205","Infected206","Infected207","Infected208","dilution"
5.895,5.429,2.823,2.797,5.526,5.674,5.106,3.572,0.136970117133803
5.353,5.275,2.409,2.438,5.115,5.159,4.719,3.047,0.0342425292834509
4.647,4.681,2.156,2.284,4.626,4.504,4.311,2.587,0.00856063232086272
4.416,4.38,2.111,2.336,4.26,4.452,3.598,2.335,0.00214015808021568
4.011,4.018,2.118,2.133,3.953,4.088,3.108,2.161,0.00053503952005392
3.51,3.464,2.265,2.157,3.405,3.213,2.791,2.086,0.00013375988001348
2.826,2.823,2.163,1.995,2.813,2.74,2.375,2.152,3.343997000337e-05
2.553,2.681,2.201,2.001,2.592,2.463,2.429,2.131,8.3599925008425e-06
2.445,2.181,2.032,2.222,2.369,2.303,2.193,2,2.08999812521062e-06
2.056,2.224,2.052,2.032,2.117,2.135,1.849,2.355,5.22499531302656e-07
2.216,1.99,2.209,2.018,2.159,1.936,2.285,2.473,1.30624882825664e-07
2.213,2.235,2.217,2.166,2.181,2.203,2.264,2.194,3.2656220706416e-08
