"Reference1","Reference2","Control055","Control056","Infected109","Infected110","Infected111","Infected112","dilution"
10.904,11.257,5.062,4.867,12.057,9.901,9.516,11.413,0.133221530723352
10.248,10.357,4.229,4.198,10.333,9.316,8.597,10.163,0.0333053826808379
9.31,9.237,3.817,3.857,9.095,9.042,7.89,9.239,0.00832634567020948
8.091,8.206,3.17,3.516,8.603,7.887,6.007,8.202,0.00208158641755237
7.557,7.763,3.556,3.586,7.66,6.292,5.124,7.261,0.000520396604388093
6.397,6.577,3.634,3.268,6.676,5.377,4.374,6.339,0.000130099151097023
4.676,4.984,3.164,3.776,5.413,4.606,3.582,4.919,3.25247877742558e-05
4.307,3.882,3.465,3.192,4.3,3.83,3.18,4.475,8.13119694356395e-06
3.523,3.749,3.59,3.323,3.661,3.776,3.301,3.7,2.03279923589099e-06
3.368,3.453,3.48,3.051,3.852,3.503,3.493,3.767,5.08199808972747e-07
3.59,3.362,3.41,3.53,3.38,3.312,3.501,3.42,1.27049952243187e-07
3.678,3.503,3.508,3.253,3.168,3.439,3.493,3.212,3.17624880607967e-08
