"Reference1","Reference2","Control083","Control084","Infected165","Infected166","Infected167","Infected168","dilution"
12.353,12.224,4.03,4.129,10.52,13.12,3.979,5.217,0.0838101606469923
10.753,10.821,3.376,3.252,10.056,10.859,3.272,3.951,0.0209525401617481
9.567,10.151,2.863,2.878,8.213,9.24,3.05,3.043,0.00523813504043702
8.208,8.612,2.648,2.641,7.487,8.836,2.562,2.864,0.00130953376010925
7.503,7.28,2.588,2.713,5.65,7.598,2.534,2.712,0.000327383440027314
5.841,5.612,2.47,2.644,3.926,6.222,2.598,2.688,8.18458600068284e-05
4.148,4.35,2.538,2.606,3.372,4.517,2.859,2.579,2.04614650017071e-05
3.279,3.344,2.508,2.497,3.089,3.335,2.642,2.726,5.11536625042678e-06
3.032,3.076,2.528,2.582,2.724,2.889,2.766,2.56,1.27884156260669e-06
2.853,2.825,2.555,2.459,2.517,3.038,2.713,2.682,3.19710390651673e-07
2.711,2.678,2.529,2.631,2.563,2.693,2.821,2.868,7.99275976629184e-08
2.746,2.544,2.518,2.624,2.712,2.661,2.637,2.376,1.99818994157296e-08
