"Reference1","Reference2","Control057","Control058","Infected113","Infected114","Infected115","Infected116","dilution"
10.587,10.96,3.84,3.972,11.525,9.817,10.42,11.146,0.114397129390431
9.965,10.147,3.304,2.995,9.896,8.318,9.567,10.049,0.0285992823476078
8.331,8.806,2.805,2.731,9.131,7.437,8.528,8.976,0.00714982058690196
7.433,7.981,2.436,2.594,8.379,6.101,7.972,8.104,0.00178745514672549
6.998,6.392,2.353,2.363,7.147,4.764,6.882,6.635,0.000446863786681373
5.618,5.52,2.461,2.692,5.911,3.502,6.094,5.549,0.000111715946670343
4.135,4.065,2.314,2.499,4.388,2.64,4.232,3.8,2.79289866675858e-05
3.51,3.199,2.386,2.509,3.323,2.704,3.437,3.021,6.98224666689645e-06
2.874,2.769,2.381,2.507,2.934,2.536,3.08,2.818,1.74556166672411e-06
2.49,2.619,2.365,2.528,2.721,2.64,2.547,2.727,4.36390416681028e-07
2.678,2.394,2.527,2.371,2.458,2.351,2.443,2.449,1.09097604170257e-07
2.496,2.511,2.08,2.453,2.356,2.494,2.376,2.32,2.72744010425642e-08
