"Reference1","Reference2","Control145","Control146","Infected289","Infected290","Infected291","Infected292","dilution"
11.65,10.825,3.543,3.429,9.613,8.054,11.323,9.416,0.0679091056188967
9.487,9.807,2.797,2.757,8.392,6.911,10.312,8.634,0.0169772764047242
8.559,8.282,2.628,2.476,7.436,5.347,9.294,7.012,0.00424431910118105
7.758,7.63,2.422,2.417,5.818,3.895,8.476,6.283,0.00106107977529526
6.172,6.374,2.093,2.201,4.491,2.909,7.521,4.353,0.000265269943823815
4.572,5.004,2.22,2.171,3.174,2.569,5.496,3.32,6.63174859559538e-05
3.541,3.584,1.979,2.32,3.066,2.511,4.186,2.85,1.65793714889885e-05
2.88,2.708,2.256,2.187,2.615,2.412,2.916,2.604,4.14484287224711e-06
2.299,2.205,2.288,2.208,2.315,2.29,2.634,2.351,1.03621071806178e-06
2.521,2.259,2.007,2.216,2.274,2.14,2.389,2.123,2.59052679515445e-07
2.367,2.409,2.135,2.161,2.237,2.318,2.39,2.141,6.47631698788612e-08
2.213,2.115,2.181,2.221,2.36,2.175,2.288,2.285,1.61907924697153e-08
