"Reference1","Reference2","Control063","Control064","Infected125","Infected126","Infected127","Infected128","dilution"
9.026,9.53,3.512,3.448,9.8,8.703,3.639,8.492,0.128105754339108
8.337,8.499,2.815,2.77,8.512,7.26,3,8.33,0.0320264385847771
7.654,7.229,2.402,2.374,7.819,7.297,2.499,6.838,0.00800660964619427
6.383,6.822,2.307,2.555,6.732,6.309,2.427,6.61,0.00200165241154857
6.013,5.986,2.347,2.315,5.824,5.087,2.189,5.049,0.000500413102887142
4.708,4.688,2.22,2.095,4.527,4.159,2.248,4.181,0.000125103275721785
3.69,3.71,2.28,2.296,3.863,2.961,2.161,3.038,3.12758189304464e-05
2.967,2.962,2.184,2.236,3.249,2.792,2.031,2.698,7.81895473261159e-06
2.408,2.727,2.209,2.237,2.583,2.411,2.273,2.444,1.9547386831529e-06
2.362,2.385,2.258,2.204,2.323,2.392,2.379,2.394,4.88684670788224e-07
2.392,2.508,2.496,2.347,2.282,2.34,2.295,2.241,1.22171167697056e-07
2.349,2.259,2.355,2.267,2.397,2.27,2.021,2.34,3.0542791924264e-08
