"Reference1","Reference2","Control079","Control080","Infected157","Infected158","Infected159","Infected160","dilution"
6.646,7.068,2.076,2.076,6.92,5.46,6.885,3.2,0.0890137751111302
5.838,6.048,1.68,1.711,6.354,4.684,6.096,2.641,0.0222534437777826
5.372,5.22,1.417,1.529,5.319,3.936,5.414,1.699,0.00556336094444564
4.476,4.613,1.46,1.437,4.817,3.312,4.478,1.482,0.00139084023611141
4.14,4.107,1.321,1.359,4.144,2.357,3.844,1.383,0.000347710059027852
3.252,3.271,1.383,1.165,3.418,1.798,3.091,1.38,8.69275147569631e-05
2.245,2.342,1.401,1.306,2.524,1.443,2.357,1.286,2.17318786892408e-05
1.796,1.594,1.337,1.223,1.904,1.403,1.811,1.269,5.43296967231019e-06
1.511,1.422,1.391,1.368,1.629,1.36,1.494,1.265,1.35824241807755e-06
1.32,1.351,1.337,1.327,1.434,1.308,1.39,1.342,3.39560604519387e-07
1.338,1.339,1.484,1.21,1.374,1.224,1.33,1.357,8.48901511298468e-08
1.358,1.349,1.381,1.356,1.37,1.302,1.32,1.33,2.12225377824617e-08
