"Reference1","Reference2","Control143","Control144","Infected285","Infected286","Infected287","Infected288","dilution"
8.479,8.003,3.421,3.482,4.289,6.891,3.535,3.642,0.0918459336964939
7.968,7.256,3.237,2.852,3.574,6.3,2.803,2.902,0.0229614834241235
6.553,6.747,2.868,2.851,3.045,5.795,2.545,2.702,0.00574037085603087
6.425,6.096,2.597,2.747,2.845,4.905,2.82,2.682,0.00143509271400772
5.599,5.28,2.675,2.681,2.617,3.94,2.451,2.412,0.000358773178501929
4.628,4.499,2.703,2.585,2.58,3.037,2.49,2.582,8.96932946254823e-05
3.783,3.234,2.599,2.52,2.44,2.808,2.76,2.747,2.24233236563706e-05
3.005,2.948,2.671,2.644,2.671,2.727,2.67,2.512,5.60583091409264e-06
2.804,2.68,2.405,2.523,2.782,2.505,2.506,2.336,1.40145772852316e-06
2.493,2.83,2.379,2.402,2.519,2.525,2.631,2.415,3.5036443213079e-07
2.551,2.496,2.464,2.463,2.551,2.462,2.333,2.538,8.75911080326975e-08
2.694,2.579,2.748,2.449,2.711,2.602,2.364,2.582,2.18977770081744e-08
