"Reference1","Reference2","Control003","Control004","Infected005","Infected006","Infected007","Infected008","dilution"
13.287,12.63,4.568,4.614,12.372,13.919,13.254,13.544,0.163110784508263
11.514,11.543,3.561,3.206,11.601,11.547,11.866,11.997,0.0407776961270658
9.907,9.965,2.605,2.531,10.527,10.522,10.801,10.847,0.0101944240317664
9.26,8.692,2.389,2.651,9.304,10.154,9.576,10.037,0.00254860600794161
7.693,8.032,2.578,2.46,8.012,8.624,7.991,8.034,0.000637151501985402
6.521,6.191,2.193,2.255,6.368,6.662,6.395,6.695,0.000159287875496351
4.581,4.689,2.55,2.277,4.4,5.393,4.979,5.215,3.98219688740877e-05
3.502,3.192,2.412,2.332,3.174,3.947,3.512,3.775,9.95549221852191e-06
2.809,2.868,2.359,2.381,2.826,2.929,2.659,2.893,2.48887305463048e-06
2.616,2.607,2.485,2.209,2.567,2.503,2.658,2.55,6.2221826365762e-07
2.337,2.294,2.297,2.136,2.36,2.372,2.538,2.313,1.55554565914405e-07
2.419,2.456,2.539,2.317,2.336,2.466,2.529,2.489,3.88886414786012e-08
