"Reference1","Reference2","Control147","Control148","Infected293","Infected294","Infected295","Infected296","dilution"
13.06,12.305,4.39,4.308,4.373,11.265,12.906,4.55,0.0782168603788548
10.867,11.617,3.677,3.644,3.66,10.06,11.208,3.873,0.0195542150947137
10.628,10.232,3.238,3.484,2.874,8.046,10.198,3.323,0.00488855377367842
9.046,9.373,2.965,3.212,3.226,6.386,9.44,3.308,0.00122213844341961
7.395,7.69,2.842,3.011,2.896,5.043,8.112,2.797,0.000305534610854901
6.078,5.85,2.847,2.846,2.875,3.798,6.217,3.336,7.63836527137254e-05
4.354,4.594,2.842,2.673,3.013,3.308,4.572,2.912,1.90959131784313e-05
3.439,3.862,2.929,3.013,3.242,3.227,3.803,2.881,4.77397829460784e-06
3.287,2.994,3.084,2.974,3.119,2.819,3.285,2.975,1.19349457365196e-06
3.028,2.988,2.797,3.041,2.934,3.088,3.223,3.134,2.9837364341299e-07
3.135,2.995,2.931,3.041,2.982,3.097,2.913,2.641,7.45934108532474e-08
2.872,3.213,3.029,2.909,3.11,2.911,2.96,2.916,1.86483527133119e-08
