"Reference1","Reference2","Control113","Control114","Infected225","Infected226","Infected227","Infected228","dilution"
12.629,12.925,4.628,4.364,9.671,11.652,9.247,8.558,0.0832286073256838
11.986,11.142,3.713,3.484,8.772,10.058,8.279,6.665,0.020807151831421
9.652,10.615,2.914,3.175,7.87,10.202,6.496,5.249,0.00520178795785524
9.483,9.023,3.188,3.26,6.421,9.099,5.166,3.965,0.00130044698946381
7.452,7.849,3.018,3.062,4.969,7.18,4.001,3.606,0.000325111747365952
6.262,6.162,2.747,3.003,4.134,6.07,3.554,3.39,8.12779368414881e-05
4.815,4.34,3.184,2.903,3.119,4.542,3.45,3.206,2.0319484210372e-05
3.715,3.677,3.104,2.965,3.043,3.586,3.212,3.075,5.07987105259301e-06
3.082,3.437,2.954,3.185,2.969,3.323,3.087,3.039,1.26996776314825e-06
3.434,2.835,2.926,3.059,2.914,3.332,3.154,3.177,3.17491940787063e-07
3.101,2.635,2.874,3.229,3.083,3.16,3.341,2.836,7.93729851967657e-08
3.043,3.052,2.897,2.733,3.153,3.07,2.888,3.326,1.98432462991914e-08
