"Reference1","Reference2","Control051","Control052","Infected101","Infected102","Infected103","Infected104","dilution"
11.679,12.171,3.659,3.604,4.552,11.171,6.061,4.131,0.158938126445007
10.64,10.483,2.794,2.753,3.234,10.386,4.082,2.811,0.0397345316112517
9.35,9.319,2.038,2.271,2.398,9.206,3.117,2.37,0.00993363290281293
7.864,8.93,2.017,2.158,2.051,8.163,2.308,1.943,0.00248340822570323
7.244,7.573,1.933,1.969,2.03,7.025,2.09,1.925,0.000620852056425808
5.655,5.835,1.794,1.93,1.782,5.153,1.763,1.987,0.000155213014106452
4.452,4.511,1.986,1.937,1.962,3.893,1.842,1.922,3.8803253526613e-05
3.111,2.877,1.876,1.825,1.89,2.809,1.786,1.843,9.70081338165325e-06
2.322,2.304,1.825,1.845,1.976,2.348,1.831,1.904,2.42520334541331e-06
1.974,1.995,1.94,2.048,1.995,2.042,1.728,1.925,6.06300836353328e-07
1.926,1.873,1.851,1.877,1.855,1.787,1.755,1.909,1.51575209088332e-07
2.008,1.735,1.804,1.668,1.727,1.905,1.708,1.742,3.7893802272083e-08
