"Reference1","Reference2","Control149","Control150","Infected297","Infected298","Infected299","Infected300","dilution"
10.341,9.278,3.742,3.902,9.791,9.576,7.297,10.043,0.100792649670217
8.622,8.744,3.208,2.917,8.959,8.924,6.528,8.645,0.0251981624175542
7.665,7.697,2.613,2.631,8.096,8.403,5.746,7.566,0.00629954060438854
6.988,6.878,2.581,2.633,6.849,7.281,4.325,7.166,0.00157488515109714
6.588,6.074,2.535,2.759,6.016,6.135,3.308,5.9,0.000393721287774284
5.078,5.022,2.398,2.365,4.894,4.966,2.665,5.047,9.8430321943571e-05
3.827,3.818,2.381,2.52,3.766,3.621,2.599,3.957,2.46075804858927e-05
3.281,3.001,2.529,2.491,3.282,3.078,2.414,3.023,6.15189512147319e-06
2.895,2.685,2.477,2.695,2.668,2.785,2.474,2.797,1.5379737803683e-06
2.725,2.457,2.437,2.531,2.669,2.553,2.467,2.581,3.84493445092074e-07
2.397,2.856,2.48,2.552,2.756,2.617,2.444,2.407,9.61233612730185e-08
2.445,2.308,2.426,2.527,2.722,2.539,2.718,2.618,2.40308403182546e-08
