"Reference1","Reference2","Control125","Control126","Infected249","Infected250","Infected251","Infected252","dilution"
12.1,11.978,4.321,4.246,6.095,12.045,10.74,12.275,0.103114267359261
11.35,11.318,3.21,3.226,4.522,10.561,9.228,11.571,0.0257785668398154
9.151,9.515,2.529,2.746,3.271,9.79,8.365,9.936,0.00644464170995384
8.72,8.271,2.623,2.317,2.782,8.506,6.603,8.988,0.00161116042748846
7.348,7.465,2.498,2.331,2.536,6.563,5.273,7.763,0.000402790106872115
5.702,5.585,2.434,2.314,2.592,5.018,3.844,6.085,0.000100697526718029
3.798,4.345,2.391,2.296,2.161,3.462,2.959,4.602,2.51743816795072e-05
3.17,3.287,2.303,2.444,2.422,3.01,2.552,3.13,6.2935954198768e-06
2.422,2.532,2.246,2.288,2.513,2.48,2.763,2.818,1.5733988549692e-06
2.455,2.651,2.321,2.247,2.271,2.433,2.481,2.531,3.933497137423e-07
2.375,2.275,2.304,2.24,2.175,2.384,2.211,2.597,9.8337428435575e-08
2.422,2.267,2.546,2.203,2.38,2.307,2.248,2.523,2.45843571088937e-08
