"Reference1","Reference2","Control015","Control016","Infected029","Infected030","Infected031","Infected032","dilution"
12.713,12.581,4.303,4.595,7.566,12.236,11.929,12.14,0.145675998609587
10.62,11.4,3.718,3.338,6.321,11.451,11.101,11.444,0.0364189996523968
9.619,9.818,3.024,3.069,4.778,9.233,9.401,10.18,0.00910474991309919
8.974,9.136,2.645,2.823,3.833,8.415,8.434,8.953,0.0022761874782748
7.898,7.837,2.542,2.757,2.851,8.142,8.099,8.5,0.000569046869568699
6.381,6.853,2.604,2.51,2.626,6.066,6.321,5.973,0.000142261717392175
4.71,4.853,2.66,2.306,2.404,4.61,4.949,4.67,3.55654293480437e-05
3.439,3.75,2.495,2.607,2.657,3.638,3.538,3.72,8.89135733701093e-06
2.998,3.239,2.429,2.716,2.774,3.151,3.179,3.153,2.22283933425273e-06
2.736,2.861,2.584,2.74,2.672,2.963,2.737,2.869,5.55709833563183e-07
2.78,2.851,2.595,2.776,2.391,2.586,2.592,2.642,1.38927458390796e-07
2.418,2.69,2.666,2.558,2.581,2.79,2.551,2.92,3.47318645976989e-08
