"Reference1","Reference2","Control085","Control086","Infected169","Infected170","Infected171","Infected172","dilution"
10.146,9.747,3.971,3.84,3.85,9.57,9.144,10.251,0.0975639036627586
9.211,9.66,3.387,3.283,3.095,9.074,7.917,9.427,0.0243909759156896
8.297,8.518,2.872,2.916,3.138,7.989,7.219,7.896,0.00609774397892241
7.224,7.392,2.71,2.922,2.81,7.2,6.373,7.696,0.0015244359947306
6.466,6.091,2.741,2.714,2.648,6.181,5.239,6.684,0.000381108998682651
5.312,5.119,2.822,2.666,2.75,5.028,4.072,5.482,9.52772496706627e-05
3.866,3.944,2.713,2.372,2.55,3.819,3.406,4.232,2.38193124176657e-05
3.127,3.206,2.554,2.586,2.639,3.085,3.106,3.198,5.95482810441642e-06
3.093,2.763,3.004,2.384,2.621,3.093,2.559,2.889,1.4887070261041e-06
3.075,2.464,2.579,2.78,2.657,2.794,2.983,2.899,3.72176756526026e-07
2.656,2.612,2.668,2.775,2.819,2.868,2.75,2.467,9.30441891315065e-08
2.78,2.488,2.648,2.524,2.826,2.451,2.597,2.715,2.32610472828766e-08
