"Reference1","Reference2","Control093","Control094","Infected185","Infected186","Infected187","Infected188","dilution"
13.173,13.553,5.37,5.482,12.919,10.32,8.206,13.29,0.106364893375501
12.038,11.004,4.479,4.603,11.787,9.395,6.442,11.332,0.0265912233438753
11.265,10.658,4.337,4.233,10.323,7.895,5.06,11.12,0.00664780583596882
10.051,9.463,4.033,4.28,9.753,6.525,4.361,9.632,0.0016619514589922
8.33,8.785,4.227,4.034,7.907,4.984,3.908,8.907,0.000415487864748051
7.343,7.128,3.991,4.114,6.937,4.4,4.217,6.698,0.000103871966187013
5.702,5.754,3.914,3.965,5.716,4.203,4.122,5.407,2.59679915467532e-05
4.641,4.118,3.587,4.138,4.885,4.252,3.855,4.418,6.4919978866883e-06
4.252,4.05,4.228,4.126,3.946,3.687,3.962,3.956,1.62299947167207e-06
4.262,4.113,3.796,3.85,3.744,3.738,4.297,4.197,4.05749867918019e-07
3.905,3.757,4.126,3.683,3.991,3.741,3.812,3.723,1.01437466979505e-07
3.724,4.219,4.19,4.18,3.784,4.045,3.992,3.838,2.53593667448762e-08
