"Reference1","Reference2","Control027","Control028","Infected053","Infected054","Infected055","Infected056","dilution"
9.654,9.466,3.782,3.839,9.456,9.662,8.74,9.29,0.160473932697188
8.563,9.118,3.162,2.958,8.667,8.193,7.485,8.28,0.0401184831742969
7.386,7.937,2.197,2.679,7.636,7.794,7.331,7.737,0.0100296207935742
7.16,6.761,2.515,2.354,6.962,7.3,6.613,7.121,0.00250740519839356
6.322,6.097,2.4,2.23,6.372,6.233,5.544,6.146,0.000626851299598389
4.876,4.993,2.13,2.253,4.856,5.197,4.491,4.982,0.000156712824899597
3.841,4.063,2.488,2.396,4.081,3.789,3.298,3.424,3.91782062248993e-05
3.179,3.077,2.261,2.376,2.992,3.057,2.569,3.138,9.79455155622483e-06
2.835,2.578,2.3,2.107,2.585,2.753,2.562,2.442,2.44863788905621e-06
2.422,2.538,2.451,2.217,2.351,2.694,2.5,2.604,6.12159472264052e-07
2.425,2.25,2.406,2.338,2.221,2.498,2.51,2.533,1.53039868066013e-07
2.277,2.505,2.457,2.328,2.318,2.268,2.385,2.275,3.82599670165032e-08
