"Reference1","Reference2","Control193","Control194","Infected385","Infected386","Infected387","Infected388","dilution"
11.743,11.747,4.119,4.672,7.28,10.472,6.36,10.859,0.130962567348937
10.632,9.685,3.352,3.466,6.065,8.95,4.594,9.176,0.0327406418372342
9.685,9.519,3.087,3.191,4.804,7.987,3.785,8.251,0.00818516045930855
8.752,8.778,2.572,2.733,3.37,6.757,3.122,7.462,0.00204629011482714
7.419,7.518,2.614,2.795,3.045,5.07,2.983,6.317,0.000511572528706784
6.313,5.962,2.452,2.669,2.864,4.019,2.877,4.81,0.000127893132176696
4.618,4.36,2.638,2.591,2.787,3.216,2.664,3.386,3.1973283044174e-05
3.279,3.327,2.493,2.671,2.671,2.778,2.637,2.937,7.99332076104351e-06
3.001,3.209,2.605,2.681,2.902,2.514,2.612,2.77,1.99833019026088e-06
2.805,2.725,2.432,2.664,2.657,2.537,2.42,2.91,4.99582547565219e-07
2.854,2.784,2.705,2.8,2.653,2.856,2.672,2.582,1.24895636891305e-07
2.617,2.904,2.474,2.636,2.534,2.607,2.469,2.501,3.12239092228262e-08
