"Reference1","Reference2","Control073","Control074","Infected145","Infected146","Infected147","Infected148","dilution"
6.715,6.858,2.9,3.12,6.392,6.445,6.852,6.437,0.108742764440261
5.586,5.849,2.285,2.537,5.62,5.579,5.929,5.987,0.0271856911100652
5.587,5.283,2.138,2.379,5.36,5.431,5.529,5.468,0.00679642277751631
4.683,4.677,2.166,2.314,4.809,4.825,4.88,4.742,0.00169910569437908
4.231,4.291,2.028,2.338,4.256,4.453,4.274,4.157,0.000424776423594769
3.631,3.69,2.175,2.031,3.59,3.615,3.755,3.386,0.000106194105898692
3.072,2.924,2.134,2.167,2.789,2.944,3.067,3.012,2.65485264746731e-05
2.418,2.61,2.095,2.152,2.535,2.409,2.53,2.432,6.63713161866827e-06
2.266,2.112,2.117,2.141,2.29,2.343,2.381,2.137,1.65928290466707e-06
2.395,2.134,2.34,2.226,2.036,2.184,2.029,2.382,4.14820726166767e-07
2.054,2.128,1.838,2.118,1.899,2.234,2.005,2.236,1.03705181541692e-07
2.33,2.139,2.26,2.146,2.188,2.092,2.22,2.083,2.59262953854229e-08
