"Reference1","Reference2","Control065","Control066","Infected129","Infected130","Infected131","Infected132","dilution"
9.468,9.953,3.48,3.602,9.796,10.091,9.354,9.455,0.138935318683852
8.691,8.626,2.736,2.932,8.328,8.716,8.242,8.529,0.0347338296709629
7.516,7.466,2.463,2.656,8.124,7.772,7.19,7.685,0.00868345741774073
6.55,6.808,2.067,2.328,7.172,6.941,6.343,7.208,0.00217086435443518
5.713,6.141,2.304,2.28,6.415,5.991,5.909,5.947,0.000542716088608796
4.56,4.823,2.302,2.297,5.23,5.294,4.441,5.107,0.000135679022152199
3.334,3.724,2.074,2.217,3.99,4.009,3.35,3.949,3.39197555380497e-05
2.827,2.673,2.282,2.282,3.101,2.832,2.845,2.889,8.47993888451243e-06
2.548,2.456,2.261,2.302,2.476,2.427,2.301,2.334,2.11998472112811e-06
2.241,2.306,2.028,2.225,2.537,2.388,2.157,2.254,5.29996180282027e-07
2.172,2.324,2.421,2.058,2.201,2.028,2.333,2.153,1.32499045070507e-07
2.226,2.08,2.119,2.373,2.234,2.185,2.253,2.207,3.31247612676267e-08
