"Reference1","Reference2","Control117","Control118","Infected233","Infected234","Infected235","Infected236","dilution"
6.08,6.329,2.629,2.757,6.192,3.963,4.594,5.834,0.119342320228977
5.077,5.436,2.29,2.251,5.884,3.502,3.939,5.247,0.0298355800572442
4.879,4.813,2.171,2.217,4.726,2.954,3.628,4.66,0.00745889501431104
4.582,4.661,1.99,1.976,4.535,2.355,2.79,3.99,0.00186472375357776
3.946,3.819,2.021,1.849,3.97,2.305,2.575,3.634,0.00046618093839444
3.052,3.327,2.046,2.065,3.327,2.091,2.26,3.116,0.00011654523459861
2.837,2.687,2.031,2.039,2.66,2.058,1.961,2.572,2.91363086496525e-05
2.476,2.435,1.872,1.966,2.51,2.105,2.178,2.083,7.28407716241312e-06
2.193,1.952,1.842,1.886,2.028,2.081,1.982,2.037,1.82101929060328e-06
2.054,1.986,2.077,1.881,2.201,1.989,1.913,2.014,4.5525482265082e-07
1.908,1.984,1.986,1.94,2.123,2.102,2.017,1.845,1.13813705662705e-07
1.747,2.131,2.031,1.944,2.031,2.056,2.038,1.956,2.84534264156763e-08
