"Reference1","Reference2","Control141","Control142","Infected281","Infected282","Infected283","Infected284","dilution"
10.497,10.881,3.656,3.642,10.021,10.05,5.96,10.014,0.170089989192442
9.428,9.055,2.667,2.674,9.222,8.716,4.383,8.866,0.0425224972981104
8.754,8.785,2.081,2.161,8.203,8.081,3.239,7.918,0.0106306243245276
7.123,8.025,1.935,1.952,6.854,7.321,2.459,7.212,0.0026576560811319
6.493,6.348,1.669,1.956,6.439,6.494,2.269,5.759,0.000664414020282975
5.111,5.362,1.74,1.799,4.796,4.944,1.941,4.352,0.000166103505070744
4.003,3.857,1.794,1.666,3.487,3.765,1.908,3.081,4.1525876267686e-05
2.794,2.768,1.881,1.729,2.754,2.597,1.821,2.501,1.03814690669215e-05
2.275,2.203,1.803,1.799,2.11,2.253,1.81,2.034,2.59536726673037e-06
1.851,2.03,1.862,1.75,1.895,1.948,1.711,1.938,6.48841816682593e-07
1.961,1.971,1.859,1.836,1.807,1.906,1.785,1.898,1.62210454170648e-07
1.771,1.752,2.111,1.806,1.79,1.678,1.614,1.754,4.05526135426621e-08
