"Reference1","Reference2","Control135","Control136","Infected269","Infected270","Infected271","Infected272","dilution"
9.96,10.196,4.405,4.14,9.928,10.501,9.301,7.312,0.133084532495983
9.627,9.078,3.594,3.565,9.334,9.496,8.973,6.603,0.0332711331239956
8.248,8.005,3.405,3.447,8.081,8.588,8.211,5.576,0.00831778328099891
7.506,7.716,3.016,3.153,7.196,7.271,7.215,4.618,0.00207944582024973
6.85,6.661,2.895,2.931,6.355,6.858,6.316,3.784,0.000519861455062432
5.347,5.391,3.215,2.915,5.489,5.88,5.14,3.234,0.000129965363765608
4.318,4.016,3.087,2.854,4.422,4.968,4.241,3.115,3.2491340941402e-05
3.738,3.633,3.01,2.945,3.374,3.854,3.399,2.878,8.1228352353505e-06
3.205,3.326,3.089,2.998,3.239,3.415,3.079,2.617,2.03070880883762e-06
2.878,3.042,2.952,3.022,3.026,3.379,2.981,2.962,5.07677202209406e-07
3.084,2.802,3.1,2.891,3.091,2.951,3.448,2.837,1.26919300552352e-07
2.73,3.064,3.386,3.002,3.036,2.958,3.247,2.958,3.17298251380879e-08
