"Reference1","Reference2","Control019","Control020","Infected037","Infected038","Infected039","Infected040","dilution"
14.277,14.063,4.668,4.845,10.547,13.65,14.692,6.677,0.0827464724106489
12.419,12.428,3.555,3.858,9.39,11.559,12.363,5.17,0.0206866181026622
11.088,10.841,3.229,3.292,7.396,10.472,11.113,3.573,0.00517165452566555
9.652,10.129,2.998,3.008,5.207,9.703,9.666,3.281,0.00129291363141639
8.092,8.583,2.703,2.863,3.764,7.291,8.112,3.04,0.000323228407854097
6.349,6.519,3.119,2.88,3.424,5.506,6.51,2.976,8.08071019635243e-05
4.694,4.708,3.023,2.933,2.998,4.439,4.438,2.95,2.02017754908811e-05
3.709,3.724,2.921,2.778,2.878,3.294,3.684,2.859,5.05044387272027e-06
3.4,3.141,2.998,2.91,2.823,3.331,3.092,2.906,1.26261096818007e-06
3.225,2.915,2.93,2.697,2.802,2.874,2.999,2.958,3.15652742045017e-07
3.141,2.647,2.708,3.16,2.902,2.802,2.733,3.107,7.89131855112542e-08
2.809,2.94,2.912,2.693,2.902,2.834,2.834,2.946,1.97282963778135e-08
