"Reference1","Reference2","Control077","Control078","Infected153","Infected154","Infected155","Infected156","dilution"
11.888,11.824,4.802,4.953,10.65,5.365,10.403,11.717,0.194720043282655
10.568,10.915,3.671,3.796,9.613,4.047,10.034,10.486,0.0486800108206637
9.25,9.836,3.379,3.253,8.559,3.468,9.12,9.224,0.0121700027051659
9.004,8.581,2.864,2.981,7.308,3.081,7.746,8.404,0.00304250067629148
8.308,7.452,2.781,3.099,5.931,3.077,6.739,7.705,0.00076062516907287
6.366,5.919,2.799,3.059,4.662,2.971,4.94,6.043,0.000190156292268218
5.209,4.963,2.808,2.725,3.68,2.667,4.065,5.026,4.75390730670544e-05
4.067,4.212,2.947,2.733,2.931,2.869,3.163,3.757,1.18847682667636e-05
3.635,3.509,2.795,3.084,3.248,2.885,3.112,3.346,2.9711920666909e-06
3.126,3.106,2.955,2.822,2.821,3.124,2.973,3.005,7.42798016672725e-07
3.12,2.839,3.064,2.711,2.986,2.689,2.989,2.671,1.85699504168181e-07
2.96,2.875,3.03,3.138,2.972,2.52,2.597,3.046,4.64248760420453e-08
