"Reference1","Reference2","Control111","Control112","Infected221","Infected222","Infected223","Infected224","dilution"
10.858,10.561,4.16,3.83,9.03,9.676,9.94,4.685,0.0989189313495514
9.304,9.426,3.548,3.303,8.4,9.528,9.14,3.898,0.0247297328373879
8.728,8.407,2.921,2.988,7.253,7.747,8.126,3.176,0.00618243320934696
7.747,8.272,2.865,2.837,6.033,6.7,7.389,3.186,0.00154560830233674
6.588,6.385,2.578,2.805,4.987,5.989,6.519,3.007,0.000386402075584185
5.394,5.375,2.809,2.635,3.783,4.507,5.119,2.586,9.66005188960463e-05
4.183,4.239,2.601,3.051,3.334,3.277,3.931,2.889,2.41501297240116e-05
3.43,3.48,2.846,2.775,2.755,3.358,3.153,2.759,6.03753243100289e-06
3.134,2.995,2.945,2.762,2.828,3.188,2.973,3.028,1.50938310775072e-06
2.788,2.781,2.864,2.793,2.71,2.612,2.944,2.774,3.77345776937681e-07
2.726,2.969,2.902,2.653,2.496,2.904,2.696,2.645,9.43364442344202e-08
2.706,2.63,2.822,2.663,2.827,2.804,2.76,2.692,2.35841110586051e-08
