"Reference1","Reference2","Control035","Control036","Infected069","Infected070","Infected071","Infected072","dilution"
10.193,10.084,3.836,4.033,5.068,9.788,8.201,8.764,0.128386298190147
9.283,9.135,2.987,2.674,3.529,9.653,8.098,6.767,0.0320965745475367
8.014,8.151,2.515,2.504,2.845,8.406,6.759,6.549,0.00802414363688419
7.089,7.525,2.192,2.276,2.66,7.814,5.965,5.209,0.00200603590922105
6.349,6.257,2.159,2.148,2.123,5.72,4.506,3.853,0.000501508977305262
4.833,4.894,2.214,2.315,2.273,4.817,3.202,2.857,0.000125377244326315
3.785,3.927,2.139,2.22,2.057,3.929,2.722,2.605,3.13443110815789e-05
3.011,3.192,2.307,2.202,2.23,3.08,2.095,2.34,7.83607777039471e-06
2.559,2.46,2.289,2.325,2.353,2.492,2.21,2.262,1.95901944259868e-06
2.42,2.342,2.15,2.292,2.24,2.083,2.252,2.1,4.8975486064967e-07
2.289,2.042,2.277,2.226,2.248,2.252,2.223,2.134,1.22438715162417e-07
2.325,2.192,2.284,1.987,2.184,2.453,2.225,2.278,3.06096787906044e-08
