"Reference1","Reference2","Control127","Control128","Infected253","Infected254","Infected255","Infected256","dilution"
10.84,10.743,3.895,3.622,8.819,11.072,11.623,3.867,0.090996649035673
9.445,10.068,2.894,2.949,7.958,9.821,9.844,3.099,0.0227491622589183
8.725,8.733,2.498,2.35,7.029,8.131,8.779,2.631,0.00568729056472956
7.833,7.446,2.386,2.373,5.847,7.678,8.043,2.346,0.00142182264118239
6.823,6.576,2.458,2.334,4.431,6.615,6.73,2.157,0.000355455660295598
5.076,4.923,2.322,2.424,3.257,5.251,5.393,2.159,8.88639150738994e-05
3.719,3.707,2.25,2.134,2.634,3.874,4.085,2.504,2.22159787684749e-05
2.786,3.004,2.225,2.241,2.484,2.986,2.847,2.256,5.55399469211872e-06
2.585,2.637,2.222,2.137,2.332,2.506,2.778,2.192,1.38849867302968e-06
2.424,2.266,2.109,2.292,2.374,2.312,2.397,2.171,3.4712466825742e-07
2.298,2.25,2.264,2.273,2.431,2.27,2.266,2.152,8.67811670643549e-08
2.288,2.296,2.14,2.302,2.196,2.335,2.235,2.21,2.16952917660887e-08
