"Reference1","Reference2","Control151","Control152","Infected301","Infected302","Infected303","Infected304","dilution"
13.81,13.496,4.438,4.034,15.132,13.36,13.574,9.005,0.12525958033522
12.384,12.213,2.999,3.012,12.059,11.279,11.639,8.223,0.0313148950838049
11.111,10.613,2.442,2.369,11.04,10.615,11.085,6.463,0.00782872377095122
9.535,9.768,2.234,2.108,9.972,9.529,9.231,4.357,0.00195718094273781
8.148,8.534,2.19,2.151,9.126,7.512,7.756,3.279,0.000489295235684451
6.059,6.559,2.096,2.148,7.687,5.463,5.801,2.292,0.000122323808921113
4.599,4.339,1.958,2.227,5.277,4.294,4.121,2.224,3.05809522302782e-05
3.136,3.2,2.267,1.948,3.639,2.938,2.874,2.172,7.64523805756955e-06
2.574,2.609,2.075,2.155,2.845,2.496,2.456,2.113,1.91130951439239e-06
2.34,2.323,2.053,2.172,2.371,2.215,2.358,1.982,4.77827378598097e-07
1.933,2.092,1.967,1.945,2.345,2.036,2.266,1.983,1.19456844649524e-07
2.066,1.989,1.972,2.038,2.142,2.001,2.172,2.114,2.98642111623811e-08
