"Reference1","Reference2","Control013","Control014","Infected025","Infected026","Infected027","Infected028","dilution"
8.17,8.029,3.97,3.598,8.155,8.395,8.521,8.728,0.171229970753087
7.39,7.462,2.885,2.993,7.868,7.436,7.365,7.603,0.0428074926882717
6.602,6.546,2.521,2.979,6.598,6.539,6.69,6.846,0.0107018731720679
6.259,6.11,2.618,2.54,6.036,5.819,6.056,6.352,0.00267546829301698
5.162,5.284,2.565,2.503,5.231,5.19,5.477,5.614,0.000668867073254245
4.504,4.788,2.519,2.546,4.759,4.804,4.589,4.582,0.000167216768313561
3.819,3.787,2.276,2.598,3.714,3.524,3.529,3.841,4.18041920783903e-05
3.087,3.043,2.594,2.536,3.064,2.803,3.126,3.35,1.04510480195976e-05
2.767,2.906,2.405,2.65,2.813,2.817,2.842,2.871,2.61276200489939e-06
2.619,2.503,2.489,2.823,2.367,2.513,2.562,2.72,6.53190501224848e-07
2.539,2.386,2.629,2.294,2.256,2.505,2.63,2.457,1.63297625306212e-07
2.524,2.555,2.214,2.492,2.46,2.467,2.397,2.49,4.0824406326553e-08
