"Reference1","Reference2","Control025","Control026","Infected049","Infected050","Infected051","Infected052","dilution"
14.171,14.231,5.138,4.511,14.073,13.742,9.699,10.009,0.126947986604133
12.387,13.668,3.379,3.389,12.819,12.321,8.037,8.978,0.0317369966510333
10.705,10.885,2.691,3.218,11.624,11.245,6.571,7.171,0.00793424916275833
9.803,10.152,2.693,2.653,9.461,9.683,4.979,5.536,0.00198356229068958
8.796,8.377,2.596,2.665,8.675,8.119,3.491,3.941,0.000495890572672396
6.363,7.214,2.401,2.52,7.201,6.044,3.01,3.264,0.000123972643168099
5.154,5.185,2.638,2.719,4.844,4.422,2.655,2.579,3.09931607920247e-05
3.758,3.979,2.347,2.528,3.571,3.611,2.441,2.673,7.74829019800618e-06
3.081,3.203,2.303,2.508,3.04,2.781,2.62,2.883,1.93707254950155e-06
2.567,2.748,2.674,2.415,2.595,2.703,2.699,2.538,4.84268137375386e-07
2.77,2.737,2.541,2.594,2.649,2.485,2.388,2.48,1.21067034343847e-07
2.465,2.696,2.454,2.837,2.663,2.425,2.416,2.555,3.02667585859617e-08
