"Reference1","Reference2","Control043","Control044","Infected085","Infected086","Infected087","Infected088","dilution"
11.693,12.318,3.648,3.766,11.688,3.531,7.541,8.985,0.0922745908459568
10.208,10.16,2.576,2.885,10.466,2.639,6.615,7.591,0.0230686477114892
9.056,9.581,2.191,2.385,9.346,2.338,4.64,6.86,0.0057671619278723
8.245,8.219,2.187,2.073,7.729,2.369,3.636,5.072,0.00144179048196808
7.253,6.984,2.17,2.072,6.705,2.054,2.84,3.665,0.000360447620492019
5.246,5.653,2.144,2.005,5.229,2.079,2.382,2.667,9.01119051230047e-05
3.656,3.896,2.143,2.004,3.803,1.998,2.186,2.3,2.25279762807512e-05
2.945,3.015,1.897,2.057,2.855,1.995,2.012,2.166,5.6319940701878e-06
2.382,2.52,1.987,2.143,2.401,2.092,2.337,2.105,1.40799851754695e-06
2.169,2.092,2.017,2.128,2.161,2.039,2.22,2.102,3.51999629386737e-07
2.161,2.222,1.996,1.975,1.985,1.949,2.038,1.987,8.79999073466843e-08
2.176,2.068,1.969,2.004,2.117,1.955,2.403,2.1,2.19999768366711e-08
