"Reference1","Reference2","Control161","Control162","Infected321","Infected322","Infected323","Infected324","dilution"
13.101,13.285,4.549,4.015,11.582,9.541,9.277,12.381,0.08402389495599
11.567,12.722,3.465,3.26,10.257,7.488,7.543,11.051,0.0210059737389975
10.257,10.579,2.914,2.812,9.16,6.115,5.715,10.341,0.00525149343474938
9.276,9.441,2.552,2.655,7.376,4.449,4.213,8.297,0.00131287335868734
7.79,7.94,2.702,2.429,5.682,3.258,3.348,6.936,0.000328218339671836
6.154,6.415,2.512,2.397,4.451,3.099,2.866,4.783,8.2054584917959e-05
4.312,4.397,2.569,2.662,3.41,2.925,2.652,3.557,2.05136462294898e-05
3.214,3.642,2.429,2.733,2.842,2.561,2.871,3.112,5.12841155737244e-06
2.784,2.729,2.756,2.55,2.763,2.627,2.533,2.895,1.28210288934311e-06
2.538,2.878,2.492,2.633,2.565,2.725,2.62,2.491,3.20525722335777e-07
2.778,2.594,2.412,2.655,2.507,2.805,2.407,2.798,8.01314305839444e-08
2.695,2.718,2.627,2.61,2.508,2.639,2.688,2.594,2.00328576459861e-08
